Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views
Law & Order: Special Victims Unit: The Seventh Year,No,,19200000,15:35,1200000
The Flash (2014): Season 4,No,,19100000,*,1200000
One Tree Hill: Season 3,No,,18300000,15:42,1200000
Physical: Asia: Season 1 // 피지컬: 아시아: 시즌 1,No,2025-10-28,17300000,14:20,1200000
New Amsterdam (2018): Season 2,No,,16100000,*,1200000
El Chavo (1971): 1973,No,,15400000,13:12,1200000
A Time Called You: Limited Series // 너의 시간 속으로: 리미티드 시리즈,Yes,2023-09-08,14800000,12:11,1200000
See You in My 19th Life: Limited Series // 이번 생도 잘 부탁해: 리미티드 시리즈,Yes,2023-06-17,14600000,12:18,1200000
Naruto: Season 5 // NARUTO-ナルト-: サスケ奪還編,No,,13400000,11:10,1200000
Dexter: Season 7,No,,12900000,11:13,1200000
Chilling Adventures of Sabrina: Part 1,Yes,2018-10-26,12300000,10:36,1200000
Dexter: Season 5,No,,12200000,10:19,1200000
Dexter: Season 6,No,,12100000,10:20,1200000
Scooby-Doo!: Mystery Incorporated: Season 1,No,,11900000,9:41,1200000
My Little Pony: Friendship Is Magic: Season 4,No,,11800000,9:36,1200000
"Nicky, Ricky, Dicky & Dawn: Season 2",No,,11500000,9:49,1200000
Assassination Classroom: Season 2 // 暗殺教室: 第2期,No,,11300000,9:36,1200000
Fargo: Season 1,No,,11200000,9:05,1200000
Single’s Inferno: Season 1 // 솔로지옥: 시즌 1,No,2021-12-18,10400000,8:34,1200000
Power Rangers Dino Fury: Season 2,No,2022-03-03,10300000,8:21,1200000
Queen of the South: Season 1,No,,10200000,8:48,1200000
The Trunk: Limited Series // 트렁크: 리미티드 시리즈,Yes,2024-11-29,10100000,8:27,1200000
Shadow and Bone: Season 2,Yes,2023-03-16,9500000,8:11,1200000
Medusa: Season 1,Yes,2025-03-05,9300000,7:29,1200000
A Discovery of Witches: Season 2,No,,9100000,7:22,1200000
Guillermo del Toro's Cabinet of Curiosities: Season 1,Yes,2022-10-25,9100000,7:35,1200000
The OA: Part I,Yes,2016-12-16,9100000,7:19,1200000
Doc (2025): Season 1,No,,9000000,7:20,1200000
Deadly Class: Season 1,No,,8900000,7:30,1200000
Heartland (2007): Season 17,No,,8900000,7:23,1200000
Good Girls: Season 1,No,2018-07-03,8800000,7:07,1200000
The Lying Game: Season 2,No,,8700000,7:19,1200000
Resident Alien: Season 4,No,,8600000,7:28,1200000
Selling Sunset: Season 9,No,2025-10-29,8600000,7:03,1200000
A Killer Paradox: Season 1 // 살인자ㅇ난감: 시즌 1,Yes,2024-02-09,8500000,7:10,1200000
StartUp (2016): Season 3,No,,8500000,7:12,1200000
The Protector: Season 1 // Hakan: Muhafız: 1. Sezon,Yes,2018-12-14,8100000,6:34,1200000
Love Alarm: Season 1 // 좋아하면 울리는: 시즌 1,Yes,2019-08-22,8000000,6:35,1200000
Veronica Mars: Season 4,No,,7900000,6:50,1200000
Future Man: Season 1,No,,7700000,6:32,1200000
BLUE EYE SAMURAI: Season 1,Yes,2023-11-03,7600000,6:21,1200000
Breathless: Season 1 // Respira: Temporada 1,Yes,2024-08-30,7600000,6:23,1200000
Dark Winds: Season 4,No,,7500000,6:07,1200000
61st Street: Season 2,No,,7400000,6:09,1200000
Apple Cider Vinegar: Limited Series,Yes,2025-02-06,7200000,6:14,1200000
My Perfect Landing: Season 1,Yes,,7000000,5:48,1200000
Fire Force: Season 3 Part 2 // 炎炎ノ消防隊: 参ノ章 パート2,No,,6500000,5:17,1200000
Little Baby Bum: Nursery Rhyme Friends: Season 2,Yes,,6500000,5:14,1200000
BoJack Horseman: Season 5,Yes,2018-09-14,6400000,5:16,1200000
BAKI: The Great Raitai Tournament Saga // バキ: 大擂台賽編,Yes,2020-06-04,6300000,5:21,1200000
Hellbound: Season 1 // 지옥: 시즌 1,Yes,2021-11-19,6300000,5:13,1200000
One Piece: TV Original 1 // ワンピース: TVオリジナル編,No,,6300000,5:07,1200000
Overlord // オーバーロード,No,,6300000,5:08,1200000
A Discovery of Witches: Season 3,No,,6200000,5:23,1200000
My Happy Marriage: Season 2 // わたしの幸せな結婚: シーズン2,Yes,2025-01-06,6200000,5:16,1200000
Anthracite: Secrets of the Sect,Yes,2024-04-10,6100000,4:57,1200000
The Ranch: Part 2,Yes,2016-10-07,6100000,5:04,1200000
Deceitful Love: Limited Series // Inganno: Miniserie,Yes,2024-10-09,6000000,4:49,1200000
Files of the Unexplained: Season 1,Yes,2024-04-03,6000000,4:50,1200000
Black Knight: Season 1 // 택배기사: 시즌 1,Yes,2023-05-12,5900000,4:51,1200000
Is It Cake?: Season 1,No,2022-03-18,5900000,5:07,1200000
Wonderoos: Season 2,Yes,2024-11-18,5900000,4:49,1200000
Attack on Titan: The Final Season Part 2 // 進撃の巨人: ファイナルシーズン パート2,No,,5800000,4:47,1200000
Kamisama Kiss: Season 2 // 神様はじめました: 第2期,No,,5800000,4:47,1200000
My Hero Academia: Final Season // 僕のヒーローアカデミア: FINAL SEASON,No,,5800000,4:45,1200000
My Status as an Assassin Obviously Exceeds the Hero’s: Season 1 // 暗殺者である俺のステータスが勇者よりも明らかに強いのだが: シーズン1,No,,5800000,4:46,1200000
Kim's Convenience: Season 1,No,,5700000,4:45,1200000
When They See Us: Limited Series,Yes,2019-05-31,5700000,4:57,1200000
Schitt's Creek: Season 4,No,,5600000,4:48,1200000
The Good Place: Season 2,No,2017-09-21,5600000,4:48,1200000
Arrested Development: Season 3,No,2010-04-01,5500000,4:46,1200000
Kingdom: Season 2 // 킹덤: 시즌 2,Yes,2020-03-13,5500000,4:33,1200000
Marked: Season 1,Yes,2025-07-31,5400000,4:40,1200000
Disenchantment: Part 4,Yes,2022-02-09,5200000,4:21,1200000
Unseen: Season 1,Yes,2023-03-29,5200000,4:28,1200000
Ancient Apocalypse: Season 1,Yes,2022-11-11,5000000,4:15,1200000
Daniel Spellbound: Season 1,Yes,2022-10-27,5000000,4:16,1200000
Kyojo Ⅱ // 教場 II,Yes,,4600000,3:57,1200000
Theodore Roosevelt: Season 1,No,,4400000,3:32,1200000
Trailer Park Boys: Season 7,Yes,2011-03-01,4400000,3:46,1200000
Castlevania: Season 2,Yes,2018-10-26,4300000,3:28,1200000
Katrina: Come Hell and High Water: Season 1,Yes,2025-08-27,4300000,3:33,1200000
LEGO Ninjago: Masters of Spinjitzu: Hands of Time,No,,4300000,3:44,1200000
Black Mirror: Season 5,Yes,2019-06-05,4100000,3:20,1200000
2026 World Baseball Classic: Australia vs. Korea // 2026 ワールドベースボールクラシック: オーストラリア 対 韓国,No,2026-03-09,3900000,3:11*,1200000
Malibu Rescue: The Series: Season 1,Yes,2019-06-03,3800000,3:08,1200000
The Nurse: Limited Series // Sygeplejersken: Miniserie,Yes,2023-04-27,3800000,3:11,1200000
Mighty Little Bheem: Season 2,Yes,2019-08-30,3600000,2:56,1200000
Navy SEALs: America's Secret Warriors: Season 1,No,,3300000,2:52,1200000
Spirit Riding Free: Season 3,No,2017-11-17,3300000,2:46,1200000
Attack on Titan: The Final Season Part 3 // 進撃の巨人: ファイナルシーズン パート3,No,,3200000,*,1200000
Sesame Street: Volume 3,No,2026-06-08,3100000,2:33,1200000
The Breakthrough: Limited Series // Genombrottet: Miniserie,Yes,2025-01-07,3100000,2:39,1200000
Sealook: Season 1,No,,2700000,2:19,1200000
Carizzma: Season 1 // Carísima: Temporada 1,Yes,2026-05-20,2400000,1:56,1200000
Cold Case: The Tylenol Murders: Season 1,Yes,2025-05-26,2300000,1:58,1200000
KillTonyMania,No,2026-04-20,1900000,1:33,1200000
Bobo Dormouse: Volume 4 // Bobo Siebenschläfer: Staffel 4,No,,1200000,0:58,1200000
ONE SHOT with Ed Sheeran,No,2025-11-21,1200000,1:01,1200000
Sheng Wang: Purple,No,2026-04-07,1200000,1:01,1200000
Go! Go! Cory Carson: The Chrissy,Yes,2020-05-01,900000,0:45,1200000
True: Winter Wishes,Yes,2019-11-26,900000,0:45,1200000
Word Party Songs: Season 1,Yes,2020-08-07,600000,0:30,1200000
A Go! Go! Cory Carson Halloween,Yes,2020-10-02,500000,0:25,1200000
Chico Bon Bon and the Very Berry Holiday,Yes,2020-12-03,500000,0:25,1200000
Mighty Express: Train Trouble,Yes,2022-01-18,500000,0:26,1200000
Mighty Little Bheem: Kite Festival: Collection,Yes,2021-01-08,400000,0:20,1200000
Valle Salvaje: Season 3,No,2025-09-08,159200000,*,1100000
Moses and the Ten Commandments: Season 1 // Os Dez Mandamentos: Temporada 1,No,,158900000,144:34,1100000
The First Frost // 難哄 // 难哄: 第一季,Yes,,27600000,24:12,1100000
Welcome to Samdal-ri: Limited Series // 웰컴투 삼달리: 리미티드 시리즈,Yes,2023-12-02,20700000,18:35,1100000
JoJo's Bizarre Adventure: Stardust Crusaders // ジョジョの奇妙な冒険: スターダストクルセイダース,No,2017-03-31,20400000,19:10,1100000
Doctor Slump: Limited Series // 닥터슬럼프: 리미티드 시리즈,Yes,2024-01-27,19300000,17:57,1100000
Grey's Anatomy: Season 12,No,,19300000,17:11,1100000
Forecasting Love and Weather: Limited Series // 기상청 사람들: 사내연애 잔혹사 편: 리미티드 시리즈,Yes,2022-02-12,19100000,17:56,1100000
Stargate SG-1: Season 4,No,,18500000,16:13,1100000
Strong Girl Nam-soon: Limited Series // 힘쎈여자 강남순: 리미티드 시리즈,Yes,2023-10-07,18500000,16:57,1100000
Law & Order: Special Victims Unit: The Fourteenth Year,No,,18400000,17:18,1100000
Doom at Your Service: Limited Series // 어느 날 우리 집 현관으로 멸망이 들어왔다: 리미티드 시리즈,No,,18100000,17:06,1100000
Law & Order: Special Victims Unit: The Eleventh Year,No,,18100000,16:46,1100000
Grey's Anatomy: Season 13,No,,18000000,17:03,1100000
New Amsterdam (2018): Season 4,No,,17800000,15:48,1100000
Our Unwritten Seoul: Limited Series // 미지의 서울: 리미티드 시리즈,Yes,2025-05-24,17600000,15:47,1100000
Designated Survivor: Season 2,Yes,2017-09-28,17100000,*,1100000
JoJo's Bizarre Adventure: Golden Wind // ジョジョの奇妙な冒険: 黄金の風,Yes,2018-10-10,17000000,15:30,1100000
Law & Order: Special Victims Unit: The Tenth Year,No,,16400000,15:25,1100000
NCIS: Season 19,No,,16400000,14:50,1100000
The Potato Lab: Limited Series // 감자연구소: 리미티드 시리즈,Yes,2025-03-01,16100000,15:02,1100000
Dr.STONE: Season 4,No,,15600000,14:49,1100000
Hoarders: Season 15,No,,15200000,14:12,1100000
Law & Order: Special Victims Unit: The Ninth Year,No,,15100000,13:20,1100000
Love Scout: Season 1 // 나의 완벽한 비서: 시즌1,No,,14900000,13:58,1100000
Happiness: Limited Series // 해피니스: 리미티드 시리즈,Yes,,14500000,13:03,1100000
Grey's Anatomy: Season 21,No,,14100000,12:57,1100000
Orange Is the New Black: Season 5,Yes,2017-06-09,13700000,12:17,1100000
Naruto Shippuden: Season 1 // NARUTO-ナルト- 疾風伝: 風影奪還編,No,,13100000,12:20,1100000
Baki Hanma: Season 2 // 範馬刃牙: シーズン2,Yes,2023-07-26,13000000,11:30,1100000
Catch! Teenieping // 캐치! 티니핑,Yes,,12200000,11:14,1100000
Mako Mermaids: An H2O Adventure: Season 1,No,2013-07-26,12200000,10:41,1100000
Dear Hongrang: Season 1 // 탄금: 시즌 1,Yes,2025-05-16,12000000,11:10,1100000
Dexter: Season 8,No,,11700000,10:37,1100000
The Rising of the Shield Hero: Season 1 // 盾の勇者の成り上がり: シーズン1,No,,11700000,10:16,1100000
Love Is Blind: Italy: Season 1 // L’amore è cieco: Italia: Stagione 1,No,2025-12-01,11500000,10:18,1100000
The Marked Heart: Season 1 // Pálpito: Temporada 1,Yes,2022-04-20,11500000,10:15,1100000
My Hero Academia: Season 6 // 僕のヒーローアカデミア: シーズン6,No,,11300000,*,1100000
Ridiculousness: Season 10,No,,11300000,10:11,1100000
Komi Can't Communicate: Season 1 // 古見さんは、コミュ症です。: シーズン1,Yes,2021-10-06,11100000,9:47,1100000
Kuroko's Basketball: Season 1 // 黒子のバスケ: 1st SEASON,No,,11100000,*,1100000
Scooby-Doo!: Mystery Incorporated: Season 2,No,,11000000,9:44,1100000
My Hero Academia: Season 7 // 僕のヒーローアカデミア: シーズン7,Yes,,10700000,9:56,1100000
Rescue Me (2004): Season 1,Yes,,10600000,9:55,1100000
Downton Abbey: Series 2,No,,10500000,9:29,1100000
From Me to You: Kimi ni Todoke // 君に届け,Yes,2018-09-17,10500000,*,1100000
The Disastrous Life of Saiki K.: Season 2 // 斉木楠雄のΨ難: シーズン2,Yes,,10500000,9:29,1100000
The Last Night at Tremore Beach: Limited Series // La última noche en Tremor: Miniserie,Yes,2024-10-25,10400000,9:28,1100000
Altered Carbon: Season 1,Yes,2018-02-02,10300000,9:03,1100000
Oggy and the Cockroaches: Next Generation: Season 1,Yes,2022-07-28,10300000,9:21,1100000
A Love So Beautiful: Season 1 // 아름다웠던 우리에게: 시즌 1,Yes,2020-12-28,10100000,9:07,1100000
Sweet Home: Season 2 // 스위트홈: 시즌 2,Yes,2023-12-01,10100000,9:31,1100000
That Time I Got Reincarnated as a Slime: Season 1 // 転生したらスライムだった件: 第1期,No,,10100000,9:29,1100000
Black-ish: Season 3,No,,9800000,8:36,1100000
Power Rangers Ninja Steel: Season 2,No,,9700000,8:38,1100000
Downton Abbey: Series 3,No,,9500000,8:54,1100000
Downton Abbey: Series 6,No,,9500000,9:01,1100000
Firefly Lane: Season 1,Yes,2021-02-03,9100000,8:23,1100000
Titans: Season 1,No,2019-01-11,9100000,8:27,1100000
Bunk'd: Season 2,No,,9000000,8:01,1100000
Castle Rock: Season 1,No,,8800000,8:19,1100000
Naruto Shippuden: Season 18 // NARUTO-ナルト- 疾風伝: 忍界大戦編(6),No,,8800000,8:05,1100000
Poldark (2015): Season 1,No,,8700000,7:41,1100000
The Order: Season 1,Yes,2019-03-07,8700000,7:56,1100000
What I Like About You: Season 2,No,,8500000,7:54,1100000
The Eminence in Shadow: 1st Season // 陰の実力者になりたくて!: 1st season,No,,8300000,7:54,1100000
Hit & Run: Season 1,Yes,2021-08-06,8000000,7:15,1100000
Formula 1: Drive to Survive: Season 7,Yes,2025-03-07,7900000,7:15,1100000
Bread Barbershop: Season 1,Yes,,7600000,6:58,1100000
AMERICA'S SWEETHEARTS: Dallas Cowboys Cheerleaders: Season 2,Yes,2025-06-18,7500000,6:56,1100000
KAOS,Yes,2024-08-29,7400000,6:40,1100000
One Piece: Goodbye Going Merry // ワンピース: さよならメリー号編,No,,7400000,6:41,1100000
AMERICA'S SWEETHEARTS: Dallas Cowboys Cheerleaders: Season 1,Yes,2024-06-20,7300000,6:38,1100000
Black Clover IV // ブラッククローバー IV,No,,7300000,6:22,1100000
Grace and Frankie: Season 2,Yes,2016-05-06,7300000,6:34,1100000
Elite: Season 5 // Élite: Temporada 5,Yes,2022-04-08,6900000,6:16,1100000
St. Denis Medical: Season 1,No,,6800000,6:28,1100000
Green Eggs and Ham: Season 1,Yes,2019-11-08,6600000,6:04,1100000
Catch! Teenieping: Dessert Catch! Teenieping // 캐치! 티니핑: 새콤달콤 캐치! 티니핑,Yes,,6400000,5:37,1100000
The Leopard: Limited Series // Il Gattopardo: Miniserie,Yes,2025-03-05,6400000,5:50,1100000
Warrior Nun: Season 2,Yes,2022-11-10,6400000,5:52,1100000
Danger Force: Season 1,No,,6300000,6:00,1100000
Dead to Me: Season 2,Yes,2020-05-08,6300000,5:29,1100000
Tuiskoms: Season 1,Yes,2025-02-28,6200000,5:29,1100000
Bandidos: Season 1,Yes,2024-03-13,6100000,5:20,1100000
One Piece: Whole Cake Island ① // ワンピース: ホールケーキアイランド編①,No,,6100000,5:31,1100000
Glitch: Season 1,Yes,2016-10-14,6000000,5:18,1100000
Brainchild: Season 1,No,2018-11-02,5900000,5:10,1100000
Heweliusz: Limited Series,Yes,2025-11-05,5900000,5:12,1100000
Nurse Jackie: Season 1,No,,5900000,5:36,1100000
Snack VS. Chef: Season 1,No,2022-11-30,5900000,5:09,1100000
Spirit Rangers: Season 3,Yes,2024-04-08,5900000,5:32,1100000
One Piece: Whole Cake Island ③ // ワンピース: ホールケーキアイランド編③,No,,5800000,5:07,1100000
The Ranch: Part 3,Yes,2017-06-16,5700000,5:15,1100000
Fullmetal Alchemist: Brotherhood: Part 1 // 鋼の錬金術師 Fullmetal Alchemist: パート1,No,,5600000,5:19,1100000
Sleeping Dog: Limited Series // Schlafende Hunde: Miniserie,Yes,2023-06-22,5600000,5:12,1100000
One Piece: Whole Cake Island ② // ワンピース: ホールケーキアイランド編②,No,,5500000,5:07,1100000
Sky High: The Series: Season 1 // Hasta el cielo: La serie: Temporada 1,Yes,2023-03-17,5500000,5:11,1100000
Heartstopper: Season 3,Yes,2024-10-03,5400000,4:43,1100000
"Jack-of-All-Trades, Party of None: Season 1 // 勇者パーティを追い出された器用貧乏: シーズン1",No,,5400000,4:47,1100000
Frontier: Season 1,Yes,2017-01-20,5300000,4:37,1100000
Johnny Test: Season 2,Yes,2022-01-07,5300000,4:46,1100000
Ganglands: Season 2 // Braqueurs : La série: Saison 2,Yes,2023-02-17,5200000,4:36,1100000
The Seven Deadly Sins: Four Knights of the Apocalypse: Season 2 // 七つの大罪 黙示録の四騎士: シーズン2,Yes,2024-10-06,5200000,4:45,1100000
Türkisch für Anfänger: Staffel 1,No,,5200000,4:53,1100000
Don’t Come Home: Limited Series // อย่ากลับบ้าน: ลิมิเต็ดซีรีส์,Yes,2024-10-31,5100000,4:33,1100000
Ranma1/2: Season 1 // らんま1/2: 第1期,Yes,2024-10-05,5100000,4:39,1100000
Wistoria: Wand and Sword: Season 1 // 杖と剣のウィストリア: Season 1,No,,5100000,4:46,1100000
Schitt's Creek: Season 1,No,,5000000,4:43,1100000
The Longest Night: Season 1 // La noche más larga: Temporada 1,Yes,2022-07-08,5000000,4:32,1100000
The Tailor: Season 1 // Terzi: 1. Sezon,Yes,2023-05-02,5000000,4:45,1100000
Baby: Season 1,Yes,2018-11-30,4900000,4:29,1100000
The Rain: Season 3,Yes,2020-08-06,4900000,4:37,1100000
Naruto Shippuden: Season 17 // NARUTO-ナルト- 疾風伝: 忍界大戦編(5),No,,4700000,4:14,1100000
Phantom Pups: Season 1,Yes,2022-09-30,4600000,4:09,1100000
Dinotrux: Season 1,No,2015-08-14,4500000,3:55,1100000
Gone for Good: Limited Series // Disparu à jamais: Mini-série,Yes,2021-08-13,4400000,4:09,1100000
America: Our Defining Hours: Season 1,No,,4300000,4:04,1100000
Carmen Sandiego: Season 1,Yes,2019-01-18,4300000,3:50,1100000
One Piece: Zou ① // ワンピース: ゾウ編①,No,,4200000,3:56,1100000
Paradise PD: Part 2,Yes,2020-03-06,4200000,*,1100000
Unorthodox: Limited Series,Yes,2020-03-26,4100000,3:35,1100000
The Healing Powers of Dude: Season 1,Yes,2020-01-13,3800000,3:22,1100000
Lookism: Season 1 // 외모지상주의: 시즌 1,Yes,2022-12-08,3700000,3:21,1100000
Night Stalker: The Hunt for a Serial Killer: Limited Series,Yes,2021-01-13,3600000,3:10,1100000
North of North: Season 1,Yes,2025-04-10,3600000,3:21,1100000
Till Murder Do Us Part: Soering vs. Haysom: Limited Series,Yes,2023-11-01,3600000,3:13,1100000
Conversations with a Killer: The Jeffrey Dahmer Tapes: Season 1,Yes,2022-10-07,3400000,3:01,1100000
My Little Pony: Make Your Mark: Chapter 4,Yes,2023-06-06,3400000,3:05,1100000
Don't F**k with Cats: Hunting an Internet Killer: Limited Series,Yes,2019-12-18,3300000,3:07,1100000
The Prosecutor: Limited Series // La fiscal: Miniserie,Yes,2026-03-26,3300000,2:58,1100000
The Roast of Tom Brady,No,2024-05-05,3300000,3:04,1100000
Zenon the Farmer: Let’s Sing and Dance: Season 1 // La granja de Zenón: Canta y baila: Temporada 1,No,,3300000,3:05,1100000
American Manhunt: The Boston Marathon Bombing: Limited Series,Yes,2023-04-12,3200000,2:58,1100000
Benidorm (2007): Season 2,No,,3200000,2:59,1100000
The Great War (2023),No,,3100000,2:48,1100000
Surviving Black Hawk Down: Limited Series,Yes,2025-02-10,3000000,2:37,1100000
F is for Family: Season 1,Yes,2015-12-18,2900000,2:43,1100000
50 Seconds: The Fernando Báez Sosa Case: Limited Series // 50 segundos: El caso Fernando Báez Sosa: Miniserie,Yes,2025-11-13,2800000,2:31,1100000
Aftershock: Everest and the Nepal Earthquake: Limited Series,Yes,2022-10-06,2800000,2:30,1100000
Waco: American Apocalypse: Limited Series,Yes,2023-03-22,2700000,2:22,1100000
"WWE SmackDown: January 9, 2026",No,2026-01-09,2700000,2:18*,1100000
Spirit Riding Free: Season 4,No,2018-03-16,2600000,2:22,1100000
Ask the StoryBots: Season 1,Yes,2016-08-12,2500000,2:14,1100000
"WWE SmackDown: March 6, 2026",No,2026-03-06,2500000,2:13*,1100000
You vs. Wild: Season 1,No,2025-01-23,2500000,2:12,1100000
LOL House of Surprises: Season 1,Yes,,2400000,2:15,1100000
The Puppet Master: Hunting the Ultimate Conman: Limited Series,Yes,2022-01-18,2400000,2:09,1100000
Headspace Guide to Sleep: Season 1,Yes,2021-04-28,2300000,2:10,1100000
"WWE SmackDown: January 2, 2026",No,2026-01-02,2300000,2:11*,1100000
"WWE SmackDown: March 13, 2026",No,2026-03-13,2300000,2:03*,1100000
2026 World Baseball Classic Quarterfinals: Dominican Republic vs. Korea // 2026 ワールドベースボールクラシック: 準々決勝 ドミニカ共和国 対 韓国,No,2026-03-13,2000000,*,1100000
Gabriel Iglesias: Legend of Fluffy,No,2025-01-06,1800000,1:42,1100000
The Hot Seat // Dans la Sauce,No,2026-06-03,1700000,1:31,1100000
Zanmang Loopy: Season 1 // 잔망루피: 시즌1,No,,500000,0:28,1100000
Mighty Little Bheem: I Love Taj Mahal,Yes,2022-05-30,400000,0:21,1100000
Love in the Clouds: Season 1 // 入青雲: 第 1 季 // 入青云: 第 1 季,No,,28100000,27:16,1000000
Naruto Shippuden: Season 20 // NARUTO-ナルト- 疾風伝: 忍界大戦編(7),No,,25100000,25:25,1000000
One Piece: Fishman Island // ワンピース: 魚人島編,No,,22600000,*,1000000
One Piece: Marineford // ワンピース: マリンフォード編,No,,21700000,*,1000000
Captain Tsubasa: Season 1 // キャプテン翼: シーズン1,No,,20500000,21:10,1000000
The King: Eternal Monarch: Season 1 // 더 킹: 영원의 군주: 시즌 1,Yes,2020-04-17,20100000,19:24,1000000
Grey's Anatomy: Season 15,No,,18000000,17:54,1000000
Grey's Anatomy: Season 14,No,,17900000,17:03,1000000
ER (1994): Season 2,No,,16900000,16:31,1000000
Hawaii Five-0: Season 1,No,,16900000,17:10,1000000
Hospital Playlist: Season 1 // 슬기로운 의사생활: 시즌 1,Yes,2020-03-12,16800000,17:09,1000000
Stargate SG-1: Season 5,No,,16500000,16:13,1000000
Dynasty: Season 1,Yes,2017-10-12,16200000,15:28,1000000
JoJo's Bizarre Adventure: Diamond Is Unbreakable // ジョジョの奇妙な冒険: ダイヤモンドは砕けない,Yes,2017-03-31,15800000,15:27,1000000
The Flash (2014): Season 5,No,,15700000,15:29,1000000
Scandal (2012): Season 2,No,,15500000,15:52,1000000
Stargate SG-1: Season 6,No,,15300000,16:06,1000000
Locked Up: Season 2 // Vis a vis: Temporada 2,No,2016-11-14,15200000,*,1000000
Riverdale: Season 3,No,2018-10-11,14800000,15:29,1000000
JoJo's Bizarre Adventure: STONE OCEAN // ジョジョの奇妙な冒険: ストーンオーシャン,Yes,2021-12-01,14600000,15:15,1000000
Grey's Anatomy: Season 16,No,,14500000,15:02,1000000
"Better Than Us: Season 1 // Лучше, чем люди: 1 сезон",Yes,2019-08-16,14200000,13:54,1000000
One Tree Hill: Season 4,No,,14100000,14:41,1000000
Love Is Blind: S9: Denver,No,2025-10-01,14000000,13:39,1000000
You and Everything Else: Limited Series // 은중과 상연: 리미티드 시리즈,Yes,2025-09-12,14000000,14:33,1000000
Orange Is the New Black: Season 6,Yes,2018-07-27,13600000,13:07,1000000
"One Piece: The ""Water Seven"" Chapter // ワンピース: ウォーターセブン編",No,,13500000,13:44,1000000
Sisters' Feud: Season 1 // Las hermanas Guerra: Temporada 1,Yes,2024-11-13,12700000,12:37,1000000
13 Reasons Why: Season 3,Yes,2019-08-23,12300000,12:27,1000000
Gyeongseong Creature: Season 1 // 경성크리처: 시즌 1,Yes,2023-12-22,11200000,11:32,1000000
All American: Season 1,No,,11100000,11:17,1000000
Octonauts: Season 1,No,,10800000,*,1000000
The Cook of Castamar: Season 1 // La cocinera de Castamar: Temporada 1,No,2021-04-08,10700000,10:49,1000000
Martin: Season 2,No,,10400000,10:15,1000000
Les Sisters: Season 2,No,,10100000,10:08,1000000
Go! Live Your Way: Season 1 // GO! Vive a tu manera: Temporada 1,No,2019-02-21,10000000,9:55,1000000
Martin: Season 1,No,,10000000,10:10,1000000
Martin: Season 3,No,,9900000,10:03,1000000
That Time I Got Reincarnated as a Slime: Season 2 // 転生したらスライムだった件: 第2期,No,,9900000,9:29,1000000
"Nicky, Ricky, Dicky & Dawn: Season 3",No,,9500000,9:05,1000000
Naruto Shippuden: Season 8 // NARUTO-ナルト- 疾風伝: ペイン来襲編,No,,9400000,9:14,1000000
Parenthood (2010): Season 1,No,,9400000,9:25,1000000
The Seven Deadly Sins: Four Knights of the Apocalypse: Season 1 // 七つの大罪 黙示録の四騎士: シーズン1,Yes,2023-10-08,9400000,9:31,1000000
One Piece: Sabaody Archipelago // ワンピース: シャボンディ諸島編,No,,9200000,*,1000000
Celebrity: Limited Series // 셀러브리티: 리미티드 시리즈,Yes,2023-06-30,9100000,8:59,1000000
Downton Abbey: Series 5,No,,9100000,8:56,1000000
Too Hot to Handle: Season 6,No,2024-07-19,9100000,9:11,1000000
Downton Abbey: Series 4,No,,9000000,8:53,1000000
Landman: Season 1,No,,9000000,9:09,1000000
One Piece: Sky Island: The Golden Bell // ワンピース: 空島・黄金の鐘編,No,,8900000,8:39,1000000
The Last Ship: Season 2,No,,8800000,9:06,1000000
One Hundred Years of Solitude: Part 1 // Cien años de soledad: Parte 1,Yes,2024-12-11,8700000,8:36,1000000
Remarriage & Desires: Season 1 // 블랙의 신부: 시즌 1,Yes,2022-07-15,8700000,8:18,1000000
Battle Camp: Season 1,No,2025-04-23,8600000,8:51,1000000
Greatest Events of WWII in Colour: Season 1,Yes,2019-11-08,8600000,8:23,1000000
Sneaky Pete: Season 1,No,,8500000,8:36,1000000
Black-ish: Season 4,No,,8400000,8:34,1000000
Mr. Hiiragi’s Homeroom: Season 1 // 3年A組 －今から皆さんは、人質です－: シーズン1,Yes,,8300000,8:06,1000000
The Umbrella Academy: Season 2,Yes,2020-07-31,8300000,7:56,1000000
The Fall of the House of Usher: Limited Series,Yes,2023-10-12,8200000,8:17,1000000
timelesz project -REAL-: Season 1,Yes,,8200000,8:31,1000000
The Beginning After the End: Season 1 // 最強の王様、二度目の人生は何をする?: シーズン1,No,,8100000,*,1000000
One Piece: The Foxy Pirate Crew // ワンピース: フォクシー海賊団編,No,,8000000,8:14,1000000
Top Boy: Season 2,Yes,2022-03-18,8000000,7:41,1000000
The Dublin Murders: Season 1,No,,7900000,7:37,1000000
A Series of Unfortunate Events: Season 2,Yes,2018-03-30,7800000,7:37,1000000
Snowpiercer: Season 1,No,2020-05-25,7500000,7:53,1000000
The Decameron: Limited Series,Yes,2024-07-25,7500000,7:21,1000000
The Forsyte Saga (2002): Season 1,No,,7400000,7:13,1000000
Another Life: Season 1,Yes,2019-07-25,7300000,7:35,1000000
BoJack Horseman: Season 6,Yes,2019-10-25,7200000,7:03,1000000
Fauda: Season 1 // פאודה: עונה 1,Yes,2016-12-02,7200000,7:25,1000000
Georgie & Mandy's First Marriage: Season 1,No,,7000000,7:04,1000000
