Sheet,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views
Shows,Wakfu: Season 1,Yes,2014-09-12,3200000,9:42,300000
Shows,Big Windup!: Season 1 // おおきく振りかぶって ~夏の大会編~: おおきく振りかぶって,No,,3100000,10:28,300000
Shows,El hombre de tu vida (2011): Season 2,No,,3100000,9:24,300000
Shows,Iryu Team Medical Dragon: Season 2 // 医龍 Team Medical Dragon: シーズン2,No,,3100000,9:50,300000
Shows,Love Is Blind: S5: Houston,No,2023-09-22,3100000,11:04,300000
Shows,The Final Table: Season 1,No,2018-11-20,3100000,9:08,300000
Shows,Van Helsing: Season 5,Yes,2021-07-16,3100000,9:24,300000
Shows,Next Level Chef: Season 2,No,,3000000,10:51,300000
Shows,Re:ZERO -Starting Life in Another World- Director's Cut: Season 2 // Re:ゼロから始める異世界生活 新編集版: Re:ゼロから始める異世界生活 2nd season,No,,3000000,11:34,300000
Shows,The Full-Time Wife Escapist: Season 1 // 逃げるは恥だが役に立つ: シーズン1,No,,3000000,8:52,300000
Shows,The Secret of Skinwalker Ranch: Season 4,No,,3000000,10:28,300000
Shows,Tribhuvan Mishra CA Topper: Season 1 // त्रिभुवन मिश्रा - सीए टॉपर: सीज़न 1,Yes,2024-07-18,3000000,8:35,300000
Shows,Black Lightning: Season 1,No,2018-01-23,2900000,9:04,300000
Shows,Detective Conan: TV Special Selection: Kanagawa Prefectural Police Selection // 名探偵コナン TV特別セレクション: 風の女神 萩原千速 & 神奈川県警セレクション,No,,2900000,10:03,300000
Shows,EDENS ZERO: Season 1,Yes,2021-04-10,2900000,10:00,300000
Shows,Fire Force: Season 1 // 炎炎ノ消防隊: 壱ノ章,No,,2900000,9:35,300000
Shows,Inside: Season 1,No,2025-04-20,2900000,9:12,300000
Shows,Love Design: Season 1 // รับ (รัก) ออกแบบ: ซีซั่น 1,No,,2900000,10:13,300000
Shows,White Lines: Season 1,Yes,2020-05-15,2900000,9:07,300000
Shows,Your lie in April: Season 1 // 四月は君の嘘: シーズン1,No,,2900000,8:24,300000
Shows,Boruto: Naruto Next Generations: Mitsuki's Disappearance // BORUTO ボルト NEXT GENERATIONS: ミツキ失踪編,No,,2800000,8:45,300000
Shows,Home Improvement: Season 6,No,,2800000,9:21,300000
Shows,Let's Get Divorced: Season 1 // 離婚しようよ: シーズン1,Yes,2023-06-22,2800000,9:22,300000
Shows,Physical: 100: Season 1 // 피지컬: 100: 시즌 1,No,2023-01-24,2800000,9:44,300000
Shows,Ranczo: Season 1,No,,2800000,10:38,300000
Shows,Rookies: Season 1,No,,2800000,10:22,300000
Shows,"Roswell, New Mexico: Season 1",No,,2800000,9:09,300000
Shows,Sword Art Online // ソードアート・オンライン,No,,2800000,9:56,300000
Shows,Undercover: Season 2,Yes,2020-09-06,2800000,8:03,300000
Shows,Vida the Vet: Season 1,No,,2800000,10:10,300000
Shows,Why I Dress Up for Love: Season 1 // 着飾る恋には理由があって: シーズン1,No,,2800000,8:07,300000
Shows,30 Rock: Season 4,No,,2700000,7:52,300000
Shows,A Different World: Season 1,Yes,,2700000,8:40,300000
Shows,Agatha Christie's Poirot: Series 1,No,,2700000,8:19,300000
Shows,Call the Midwife: Series 2,No,,2700000,8:11,300000
Shows,Cowboy Bebop: Season 1 // カウボーイビバップ: シーズン1,No,,2700000,10:40,300000
Shows,Oscar's Oasis: Season 1,No,,2700000,9:08,300000
Shows,The Bureau of Magical Things: Season 1,Yes,,2700000,7:57,300000
Shows,The Jamie Foxx Show: Season 2,No,,2700000,8:14,300000
Shows,Black Forceps: Season 2 -The Devil Surgeon- // ブラックペアン: シーズン2,No,,2600000,8:48,300000
Shows,Bunk'd: Season 7,No,,2600000,8:46,300000
Shows,Diary of a Gigolo: Season 1 // Diario de un gigoló: Temporada 1,No,2022-09-07,2600000,8:08,300000
Shows,Dr. Storks (2015) // コウノドリ (2015),No,,2600000,8:11,300000
Shows,Hajime no Ippo: The Fighting!: Rising! // はじめの一歩: Rising,No,,2600000,9:32,300000
Shows,Love Is Blind: Brazil: Season 5 // Casamento às Cegas: Brasil: Temporada 5,No,2025-09-10,2600000,9:59,300000
Shows,Meet Me After School: Season 1 // 中学聖日記: シーズン1,No,,2600000,10:17,300000
Shows,PAW Patrol: Season 4,No,,2600000,10:03,300000
Shows,Pride: Season 1 // プライド: シーズン1,No,,2600000,9:02,300000
Shows,Rikuoh: Season 1 // 陸王: シーズン1,No,,2600000,10:03,300000
Shows,Rurouni Kenshin: -Kyoto Disturbance- // るろうに剣心 -明治剣客浪漫譚-: 京都動乱,No,,2600000,8:46,300000
Shows,Stolen Away: Season 1 // Perdida: Temporada 1,No,2020-06-05,2600000,8:49,300000
Shows,The Parisian Agency: Exclusive Properties: Season 5 // L'Agence : L'immobilier de luxe en famille: Saison 5,No,2025-02-21,2600000,7:53,300000
Shows,Your Honor (2020): Season 2,No,,2600000,8:57,300000
Shows,American Pickers: Season 17,No,,2500000,7:39,300000
Shows,Boruto: Naruto Next Generations: Time Slip // BORUTO ボルト NEXT GENERATIONS: タイムスリップ編,No,,2500000,8:21,300000
Shows,Call the Midwife: Series 3,No,,2500000,8:12,300000
Shows,Call the Midwife: Series 9,No,,2500000,8:23,300000
Shows,Call the Midwife: Series 13,No,,2500000,8:25,300000
Shows,Fire Force: Season 2 // 炎炎ノ消防隊: 弐ノ章,No,,2500000,9:48,300000
Shows,Girlfriends (2000): Season 1,No,,2500000,7:52,300000
Shows,Home Improvement: Season 7,No,,2500000,9:14,300000
Shows,Inside: Season 2,No,2025-03-17,2500000,7:12,300000
Shows,Johnny Test (2005): Season 4,No,,2500000,9:34,300000
Shows,Love is Blind: Sweden: Season 2 // Love is Blind: Sverige: Säsong 2,No,2025-03-13,2500000,9:58,300000
Shows,Ranczo: Season 5,No,,2500000,9:58,300000
Shows,Re:ZERO -Starting Life in Another World- Director's Cut: Re:ZERO -Starting Life in Another World- Season 3 // Re:ゼロから始める異世界生活 新編集版: 3rd season,No,,2500000,7:37,300000
Shows,The Big Bang Theory: Season 9,No,,2500000,7:41,300000
Shows,The Big Bang Theory: Season 10,No,,2500000,7:49,300000
Shows,The Game (2006): Season 1,No,,2500000,7:38,300000
Shows,The Steve Harvey Show: Season 1,No,,2500000,7:50,300000
Shows,Tojima Wants to Be a Kamen Rider: Season 1 // 東島丹三郎は仮面ライダーになりたい: シーズン1,No,,2500000,9:33,300000
Shows,Too Hot to Handle: Season 2,No,2021-06-23,2500000,7:18,300000
Shows,Warrior (2019): Season 1,No,,2500000,8:06,300000
Shows,A Different World: Season 3,Yes,,2400000,9:35,300000
Shows,A Different World: Season 4,Yes,,2400000,9:33,300000
Shows,Believe: Bridge to the Future: Season 1 // Believe-君にかける橋-: シーズン1,No,,2400000,7:29,300000
Shows,Beowulf: Season 1,No,,2400000,9:21,300000
Shows,Dearest: Season 1 // 最愛: シーズン1,No,,2400000,7:46,300000
Shows,Girlfriends (2000): Season 3,No,,2400000,8:44,300000
Shows,Gokusen: Season 3 // ごくせん3,No,,2400000,9:08,300000
Shows,If My Wife Becomes an Elementary School Student.: Season 1 // 妻、小学生になる。: シーズン１,No,,2400000,7:50,300000
Shows,Jashinnotenbin Kouanbunsekihan: Season 1 // 邪神の天秤 公安分析班: シーズン1,No,,2400000,8:24,300000
Shows,Mr. Bean: The Animated Series: Season 1,No,,2400000,9:35,300000
Shows,Rana Naidu: Season 1 // राणा नायडू: सीज़न 1,Yes,2023-03-10,2400000,7:57,300000
Shows,Ranczo: Season 6,No,,2400000,9:29,300000
Shows,Ranczo: Season 8,No,,2400000,9:34,300000
Shows,The Big Bang Theory: Season 11,No,,2400000,8:05,300000
Shows,The King of Queens: Season 6,No,,2400000,8:44,300000
Shows,The Risk Taker: Season 1 // 데스게임: 천만원을 걸어라,No,,2400000,7:16,300000
Shows,The Travel Nurse: Season 2 // ザ・トラベルナース(2024),No,,2400000,6:59,300000
Shows,Trick: Season 2 (2002) // トリック: シーズン2,No,,2400000,8:21,300000
Shows,When Missing Turns to Murder: Season 2,No,,2400000,7:53,300000
Shows,Wildfire (2005): Season 1,No,,2400000,9:27,300000
Shows,Call the Midwife: Series 4,No,,2300000,8:11,300000
Shows,City Hustlers: Season 1 // Băieți de oraș: Sezonul 1,No,,2300000,7:10,300000
Shows,Next in Fashion: Season 1,No,2020-01-29,2300000,8:14,300000
Shows,Please Die My Beloved: Season 1 // 夫よ、死んでくれないか: シーズン1,No,,2300000,7:44,300000
Shows,Queen Mantis: Season 1 // 사마귀: 살인자의 외출: 시즌 1,No,,2300000,8:06,300000
Shows,The Fairly OddParents: Season 5,No,,2300000,7:35,300000
Shows,The Jamie Foxx Show: Season 3,No,,2300000,7:28,300000
Shows,The Jamie Foxx Show: Season 4,No,,2300000,8:46,300000
Shows,The Parkers: Season 5,No,,2300000,6:37,300000
Shows,The Ultimatum: Marry or Move On: Season 1,No,2022-04-06,2300000,8:20,300000
Shows,The Ultimatum: Queer Love: Season 2,No,2025-06-25,2300000,9:00,300000
Shows,WHAT / IF: Part I,Yes,2019-05-24,2300000,8:19,300000
Shows,30 Rock: Season 5,No,,2200000,7:54,300000
Shows,A Different World: Season 2,Yes,,2200000,8:34,300000
Shows,Affair: Season 1 // รักเล่นกล: ซีซั่น 1,Yes,,2200000,7:51,300000
Shows,Call the Midwife: Series 6,No,,2200000,8:26,300000
Shows,Call the Midwife: Series 8,No,,2200000,8:26,300000
Shows,Call the Midwife: Series 12,No,,2200000,8:26,300000
Shows,Catalog: Season 1 // كتالوج: موسم 1,Yes,2025-07-17,2200000,7:14,300000
Shows,Friends (1994): Season 10,No,,2200000,7:24,300000
Shows,Girlfriends (2000): Season 2,No,,2200000,7:50,300000
Shows,Girlfriends (2000): Season 4,No,,2200000,8:22,300000
Shows,Harmony Secret: Season 1 // ดีลลับฉบับเล่นเล่ห์ - Harmony Secret: ซีซั่น 1,No,,2200000,7:35,300000
Shows,"Mr. Housekeeper, Mitazono: Season 4 // 家政夫のミタゾノ(2020)",No,,2200000,7:11,300000
Shows,Night Court (2023): Season 3,No,,2200000,6:27,300000
Shows,Rhythm + Flow Italy: Season 3 // Nuova Scena: Stagione 3,No,2026-06-22,2200000,6:52,300000
Shows,Spec～birth: Season 1 // SPEC～警視庁公安部公安第五課 未詳事件特別対策係事件簿～: シーズン1,No,,2200000,7:59,300000
Shows,Super Wings: Season 7,No,,2200000,8:16,300000
Shows,The Conners: Season 2,No,,2200000,7:11,300000
Shows,The Conners: Season 5,No,,2200000,7:55,300000
Shows,The Echoes of Survivors: Inside Korea’s Tragedies: Season 1 // 나는 생존자다: 시즌 1,Yes,2025-08-15,2200000,7:29,300000
Shows,The Lieutenant Ninzaburo Furuhata: Season 3 // 警部補・古畑任三郎: 第3シリーズ,No,,2200000,7:57,300000
Shows,The Naked Director: Season 2 // 全裸監督: シーズン2,Yes,2021-06-24,2200000,6:48,300000
Shows,Aniela: Season 1,Yes,2025-06-11,2100000,6:02,300000
Shows,Capitani: Season 2,Yes,2022-07-08,2100000,6:05,300000
Shows,Glamorous: Season 1,Yes,2023-06-22,2100000,7:27,300000
Shows,House of Cards: Season 6,Yes,2018-11-02,2100000,7:19,300000
Shows,Just a Bit Espers: Season 1 // ちょっとだけエスパー: シーズン1,No,,2100000,6:45,300000
Shows,Rescue Me (2004): Season 6,Yes,,2100000,7:01,300000
Shows,Rinjo: Season 1 // 臨場: 第一章,No,,2100000,7:30,300000
Shows,Teenage Bounty Hunters: Season 1,Yes,2020-08-14,2100000,8:14,300000
Shows,The Bernie Mac Show: Season 5,No,,2100000,8:00,300000
Shows,The Big Bang Theory: Season 12,No,,2100000,8:02,300000
Shows,The Blood Pact: Season 1 // Klem: Seizoen 1,No,,2100000,7:57,300000
Shows,The Blood Pact: Season 3 // Klem: Seizoen 3,No,,2100000,7:51,300000
Shows,The Envoys: Season 1 // Los Enviados: Temporada 1,No,,2100000,6:26,300000
Shows,The Game (2006): Season 2,No,,2100000,6:57,300000
Shows,The Last Ship: Season 4,No,,2100000,7:01,300000
Shows,The Makanai: Cooking for the Maiko House: Season 1 // 舞妓さんちのまかないさん: シーズン1,Yes,2023-01-12,2100000,6:30,300000
Shows,The Pride of the Temp: Season 1 // ハケンの品格: シーズン1,Yes,,2100000,7:54,300000
Shows,The Steve Harvey Show: Season 2,No,,2100000,8:15,300000
Shows,The Steve Harvey Show: Season 3,No,,2100000,8:14,300000
Shows,Too Hot to Handle: Season 5,No,2023-07-14,2100000,8:15,300000
Shows,A Model Family: Season 1 // 모범가족: 시즌 1,Yes,2022-08-12,2000000,7:34,300000
Shows,AARO -All-domain Anomaly Resolution Office-: Season 1 // 全領域異常解決室: シーズン1,No,,2000000,7:36,300000
Shows,Apache: The Life of Carlos Tevez: Season 1 // Apache: La vida de Carlos Tevez: Temporada 1,No,2019-08-16,2000000,6:16,300000
Shows,Atypical Crime Investigator Hinako Todo: Season 1 // ON 異常犯罪捜査官・藤堂比奈子: シーズン1,No,,2000000,7:37,300000
Shows,Average Joe (2023): Season 1,No,,2000000,7:33,300000
Shows,Big Timber: Season 1,No,2021-07-02,2000000,6:53,300000
Shows,Bitch and Rich: Season 1 // 청담국제고등학교: 시즌 1,No,,2000000,5:53,300000
Shows,Boruto: Naruto Next Generations: Kara Actuation // BORUTO ボルト NEXT GENERATIONS: 「殻」始動編,No,,2000000,7:57,300000
Shows,Good Partner the Invincible Lawyer: Season 1 // グッドパートナー 無敵の弁護士: シーズン1,No,,2000000,6:58,300000
Shows,Life After Death with Tyler Henry: Season 1,Yes,2022-03-11,2000000,6:29,300000
Shows,Omar & Hana: Season 1,No,,2000000,7:18,300000
Shows,Selling Sunset: Season 7,No,2023-11-03,2000000,7:46,300000
Shows,Selling Sunset: Season 8,No,2024-09-06,2000000,6:25,300000
Shows,Slasher: Guilty Party,Yes,2017-10-17,2000000,6:31,300000
Shows,The Bernie Mac Show: Season 4,No,,2000000,5:49,300000
Shows,The Black Swindler (2022): Season 1 // クロサギ (新シリーズ2022): シーズン1,No,,2000000,7:50,300000
Shows,The Blood Pact: Season 2 // Klem: Seizoen 2,No,,2000000,7:53,300000
Shows,The Conners: Season 3,No,,2000000,7:11,300000
Shows,The Conners: Season 4,No,,2000000,7:11,300000
Shows,The Defeated: Season 1,Yes,2021-08-18,2000000,6:04,300000
Shows,The Game (2006): Season 3,No,,2000000,7:37,300000
Shows,The Tycoon's Revenge: Season 1 // 財閥復讐～兄嫁になった元嫁へ～: シーズン1,No,,2000000,6:24,300000
Shows,To Kill a Monkey: Season 1,No,,2000000,7:38,300000
Shows,Trillion Game: Season 1 // トリリオンゲーム: シーズン１,No,,2000000,7:44,300000
Shows,Unbreakable Kimmy Schmidt: Season 4,Yes,2018-05-30,2000000,6:26,300000
Shows,Undercover: Season 3,Yes,2021-11-21,2000000,6:34,300000
Shows,You Cannot Hide: Season 1 // No te puedes esconder: Temporada 1,No,2020-01-24,2000000,7:37,300000
Shows,Agatha Christie's Marple: Series 2,No,,1900000,6:13,300000
Shows,Barbecue Showdown: Season 2,No,2023-05-26,1900000,5:41,300000
Shows,Black Suit Story: Season 1 // 黒服物語: シーズン1,No,,1900000,6:27,300000
Shows,Choona: Limited Series // चूना: लिमिटेड सीरीज़,Yes,2023-09-29,1900000,5:37,300000
Shows,HUNT - Tax Investigation Officer: Season 1 // ナサケの女 ～国税局査察官～: シーズン1,No,,1900000,6:31,300000
Shows,Istanbul Encyclopedia: Limited Series // İstanbul Ansiklopedisi: Mini Dizi,Yes,2025-04-17,1900000,5:44,300000
Shows,Last One Standing: Season 3 // トークサバイバー！〜トークが面白いと生き残れるドラマ〜: シーズン3,No,2024-09-03,1900000,6:06,300000
Shows,Love: Season 1,Yes,2016-02-19,1900000,5:37,300000
Shows,Octonauts: Season 4,No,,1900000,5:26,300000
Shows,Rescue Me (2004): Season 7,Yes,,1900000,6:43,300000
Shows,Sherlock (2010): Series 3,No,,1900000,5:53,300000
Shows,Suburræterna: Limited Series,Yes,2023-11-14,1900000,6:02,300000
Shows,Surviving Paradise: Season 1,No,2023-10-20,1900000,6:39,300000
Shows,The Girl in the Mirror: Season 1 // Alma: Temporada 1,Yes,2022-08-19,1900000,7:00,300000
Shows,Too Hot to Handle: Season 4,No,2022-12-07,1900000,7:27,300000
Shows,Women Document Detectives: Season 2 // 未解決の女 警視庁文書捜査官: シーズン2,No,,1900000,6:19,300000
Shows,"Ada Twist, Scientist: Season 4",Yes,2023-04-22,1800000,6:06,300000
Shows,Black Leather Notebook(2017): Season 1 // 黒革の手帖: シーズン1,No,,1800000,6:41,300000
Shows,Car Masters: Rust to Riches: Season 5,No,2023-12-13,1800000,5:18,300000
Shows,Class Act: Limited Series // Tapie: Mini-série,Yes,2023-09-13,1800000,6:19,300000
Shows,Jamtara - Sabka Number Ayega: Season 2 // जमतारा - सबका नंबर आएगा: सीज़न 2,Yes,2022-09-23,1800000,5:45,300000
Shows,Marcella: Season 3,Yes,2020-06-14,1800000,6:01,300000
Shows,Selena: The Series: Part 2,Yes,2021-05-04,1800000,5:32,300000
Shows,Summertime: Season 1,Yes,2020-04-29,1800000,5:40,300000
Shows,Sunim & Sonim: Soul Trip in India: 2026 // 법륜로드 : 스님과 손님: 2026,No,,1800000,7:11,300000
Shows,The A Word: Season 3,No,,1800000,5:51,300000
Shows,The Newsreader: Season 1,No,,1800000,5:16,300000
Shows,The Queen of Villains: Season 1 // 極悪女王: シーズン1,Yes,2024-09-19,1800000,5:45,300000
Shows,Too Hot to Handle: Season 3,No,2022-01-19,1800000,6:59,300000
Shows,Black Monday: Season 1,No,,1700000,4:54,300000
Shows,Call My Agent!: Season 1 // Dix pour cent: Saison 1,No,2016-12-20,1700000,5:11,300000
Shows,Car Masters: Rust to Riches: Season 4,No,2022-07-27,1700000,4:56,300000
Shows,Deadwind: Season 2 // Karppi: Kausi 2,Yes,2020-07-01,1700000,5:48,300000
Shows,Deadwind: Season 3 // Karppi: Kausi 3,Yes,2022-05-15,1700000,6:01,300000
Shows,Dirk Gently's Holistic Detective Agency: Season 1,No,2016-12-11,1700000,5:48,300000
Shows,Drink Masters: Season 1,No,2022-10-28,1700000,6:33,300000
Shows,Fate/strange Fake: Season 1 // TVアニメ『Fate/strange Fake』: シーズン1,No,,1700000,5:10,300000
Shows,Ferry: The Series: The Series // Ferry: de serie: de serie,Yes,2023-11-03,1700000,6:06,300000
Shows,Girlboss: Season 1,Yes,2017-04-21,1700000,5:53,300000
Shows,Kaulitz & Kaulitz: Season 1,No,2024-06-25,1700000,6:12,300000
Shows,"Mr. Housekeeper, Mitazono: Season 5 // 家政夫のミタゾノ(2022)",No,,1700000,6:22,300000
Shows,"Mr. Housekeeper, Mitazono: Season 7 // 家政夫のミタゾノ(2025)",No,,1700000,6:47,300000
Shows,Pay Later: Season 1,No,,1700000,5:24,300000
Shows,Pocoyo: Season 5 // Pocoyó: Temporada 5,No,,1700000,5:31,300000
Shows,Rebelde: Season 1,Yes,2022-01-05,1700000,5:22,300000
Shows,Somebody Feed Phil: Season 7,Yes,2024-03-01,1700000,6:18,300000
Shows,Suburra: Blood on Rome: Season 2 // Suburra: La serie: Stagione 2,Yes,2019-02-22,1700000,6:19,300000
Shows,Tex Mex Motors: Season 1,No,2023-06-09,1700000,4:53,300000
Shows,The Minions of Midas: Limited Series // Los Favoritos de Midas: Miniserie,Yes,2020-11-13,1700000,5:19,300000
Shows,Trick Shinsaku Special: TRICK SPECIAL // トリック新作スペシャル,No,,1700000,5:27,300000
Shows,Accused (2010): Season 1,No,,1600000,5:56,300000
Shows,Agatha Christie's Marple: Series 3,No,,1600000,6:12,300000
Shows,Alibi Breaker: Season 1 // アリバイ崩し承ります: シーズン1,No,,1600000,4:42,300000
Shows,Apocalypse Bringer Mynoghra: World Conquest Starts with the Civilization of Ruin: Season 1 // 異世界黙示録マイノグーラ～破滅の文明で始める世界征服～: シーズン1,No,,1600000,5:08,300000
Shows,Beat Bobby Flay: Season 29,No,,1600000,5:36,300000
Shows,Boruto: Naruto Next Generations: Vessel // BORUTO ボルト NEXT GENERATIONS: 「器」編,No,,1600000,6:22,300000
Shows,Bullsh*t The Gameshow: Season 1,No,2022-04-27,1600000,5:28,300000
Shows,CAT: Season 1,Yes,2022-12-09,1600000,5:58,300000
Shows,Dear My Loneliness and Darkness: Season 1 // 愛しい嘘～優しい闇～: シーズン1,No,,1600000,6:23,300000
Shows,Everything Calls for Salvation: Season 1 // Tutto chiede salvezza: Stagione 1,Yes,2022-10-14,1600000,5:25,300000
Shows,Full Swing: Season 1,Yes,2023-02-15,1600000,6:03,300000
Shows,Gantz (2004): The First Stage,No,,1600000,4:56,300000
Shows,Glow Up: Season 1,No,2019-12-06,1600000,5:59,300000
Shows,High Seas: Season 2 // Alta mar: Temporada 2,Yes,2019-11-22,1600000,5:42,300000
Shows,How to Get Rich: Season 1,Yes,2023-04-18,1600000,4:46,300000
Shows,Human: The World Within: Limited Series,Yes,2021-06-04,1600000,5:12,300000
Shows,MF Ghost: Season 2 // MFゴースト: シーズン2,No,,1600000,4:44,300000
Shows,Midnight at the Pera Palace: Season 2 // Pera Palas'ta Gece Yarısı: 2. Sezon,Yes,2024-09-12,1600000,5:41,300000
Shows,My Lottery Dream Home: Season 12,No,,1600000,5:23,300000
Shows,One Cent Thief: Season 2,No,,1600000,6:13,300000
Shows,Selling Sunset: Season 6,No,2023-05-19,1600000,6:04,300000
Shows,Sugar Rush: Extra Sweet,No,2020-07-31,1600000,5:18,300000
Shows,The Dangers in My Heart: Season 1 // 僕の心のヤバイやつ: シーズン1,No,,1600000,4:36,300000
Shows,The Fall: Season 1,No,2013-05-27,1600000,4:54,300000
Shows,The Fame Game: Season 1 // द फ़ेम गेम: सीज़न 1,Yes,2022-02-25,1600000,6:17,300000
Shows,The Life You Wanted: Limited Series // La vita che volevi: Miniserie,Yes,2024-05-29,1600000,4:52,300000
Shows,The Reincarnation Of The Strongest Exorcist In Another World: Season 1 // 最強陰陽師の異世界転生記: シーズン1,No,,1600000,5:08,300000
Shows,"The Wiggles: Ready, Steady, Wiggle: Season 5",No,,1600000,4:48,300000
Shows,Boruto: Naruto Next Generations: Byakuya Gang // BORUTO ボルト NEXT GENERATIONS: 白夜団編,No,,1500000,4:21,300000
Shows,Boruto: Naruto Next Generations: Naruto Shinden // BORUTO ボルト NEXT GENERATIONS: ナルト新伝,No,,1500000,5:10,300000
Shows,Boruto: Naruto Next Generations: Kawaki: Kara Clash // BORUTO ボルト NEXT GENERATIONS: カワキ編「殻」激突,No,,1500000,*,300000
Shows,Brassic: Season 1,No,,1500000,4:22,300000
Shows,Brassic: Season 3,No,,1500000,5:56,300000
Shows,Brassic: Season 5,No,,1500000,5:41,300000
Shows,Cranford (2007),No,,1500000,4:28,300000
Shows,Dead End: Paranormal Park: Season 2,Yes,2022-10-13,1500000,4:29,300000
Shows,Everyone Is Doing Great: Season 1,No,,1500000,4:31,300000
Shows,Fixer: Season 2 // フィクサー: シーズン2,No,,1500000,4:27,300000
Shows,Franklin: Season 1 // فرانكلين: موسم 1,Yes,2025-05-15,1500000,4:40,300000
Shows,Full Swing: Season 3,Yes,2025-02-25,1500000,5:23,300000
Shows,Glow Up: Season 2,No,2020-08-14,1500000,5:50,300000
Shows,Johnny Test (2005): Season 2,No,,1500000,4:46,300000
Shows,Kingdom: Series 5 // キングダム: 第5シリーズ,No,,1500000,5:24,300000
Shows,Last One Standing: Season 1 // トークサバイバー！〜トークが面白いと生き残れるドラマ〜: シーズン1,No,2022-03-08,1500000,4:49,300000
Shows,Normal People (2020): Season 1,No,,1500000,5:38,300000
Shows,Oggy Oggy: Season 1,Yes,2021-08-24,1500000,5:55,300000
Shows,Pine Gap: Season 1,No,2018-12-07,1500000,*,300000
Shows,Pororo - The Little Penguin: Season 8,No,,1500000,5:58,300000
Shows,Puella Magi Madoka Magica: Season 1 // 魔法少女まどかマギカ: シーズン1,No,,1500000,4:56,300000
Shows,Quarterback: Season 2,Yes,2025-07-08,1500000,6:00,300000
Shows,Santo: Season 1,Yes,2022-09-16,1500000,4:35,300000
Shows,Shameless: Series 1,No,,1500000,5:34,300000
Shows,Snowflake Mountain: Season 1,No,2022-06-22,1500000,5:01,300000
Shows,Sugar Rush: The Baking Point: Season 2 // Pasteleros contra el tiempo: Temporada 2,No,2024-07-10,1500000,5:13,300000
Shows,The Conners: Season 6,No,,1500000,4:40,300000
Shows,The Gift: Season 2 // Atiye: 2. Sezon,Yes,2020-09-10,1500000,5:34,300000
Shows,The Turkish Passion: Season 1 // La pasión turca: Temporada 1,No,,1500000,5:08,300000
Shows,The Unaware Atelier Meister: Season 1 // 勘違いの工房主～英雄パーティの元雑用係が、実は戦闘以外がSSSランクだったというよくある話～: シーズン 1,No,,1500000,4:44,300000
Shows,"Upstairs, Downstairs (2010): Series 2",No,,1500000,5:17,300000
Shows,Biohackers: Season 2,Yes,2021-07-09,1400000,4:11,300000
Shows,Call My Agent!: Season 2 // Dix pour cent: Saison 2,No,2017-09-16,1400000,5:17,300000
Shows,Cook at all Costs: Season 1,No,2022-12-16,1400000,4:46,300000
Shows,"Dad Is a Hero, Mom Is a Spirit, I’m a Reincarnator: Season 1 // 父は英雄、母は精霊、娘の私は転生者。: シーズン1",No,,1400000,4:47,300000
Shows,Ddusik: Season 8 // 뚜식이: 시즌8,No,,1400000,4:44,300000
Shows,Devilman Crybaby: Limited Series,Yes,2018-01-05,1400000,4:12,300000
Shows,Didi & Friends: Season 1,No,,1400000,4:34,300000
Shows,Disjointed: Part 2,No,2018-01-12,1400000,4:48,300000
Shows,Gangs of Oslo: Season 1 // Blodsbrødre: Sesong 1,Yes,,1400000,4:50,300000
Shows,GLOW: Season 1,Yes,2017-06-23,1400000,5:30,300000
Shows,I'm the Evil Lord of an Intergalactic Empire!: Season 1 // 俺は星間国家の悪徳領主!: シーズン1,No,,1400000,4:44,300000
Shows,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Season 2 // ダンジョンに出会いを求めるのは間違っているだろうか: 第2期,No,,1400000,*,300000
Shows,Johnny Test (2005): Season 3,No,,1400000,4:47,300000
Shows,Mechamato The Animated Series: Season 2,No,,1400000,4:51,300000
Shows,One Against All: Season 1 // Um Contra Todos: Temporada 1,No,,1400000,4:56,300000
Shows,Pokémon Horizons: The Series: Part 3,No,2024-08-09,1400000,4:01,300000
Shows,Pokémon Journeys: The Series: Part 4,No,2021-03-05,1400000,4:21,300000
Shows,Queer Eye: Season 8,No,2024-01-24,1400000,5:27,300000
Shows,Reincarnated as a Sword // 転生したら剣でした: シーズン1,No,,1400000,4:44,300000
Shows,Samurai Rabbit: The Usagi Chronicles: Season 2,Yes,2022-09-01,1400000,4:07,300000
Shows,Selling Sunset: Season 2,No,2020-05-22,1400000,5:04,300000
Shows,Selling The City: Season 1,No,2025-01-03,1400000,4:51,300000
Shows,She-Ra and the Princesses of Power: Season 1,Yes,2018-11-13,1400000,5:14,300000
Shows,Smother-in-Law: Season 2 // A Sogra que te pariu: Temporada 2,Yes,2023-04-12,1400000,4:11,300000
Shows,The Dangers in My Heart: Season 2 // 僕の心のヤバイやつ: シーズン2,No,,1400000,5:20,300000
Shows,The Girl from Oslo: Season 1 // אזהרת מסע: עונה 1,No,2021-12-19,1400000,5:31,300000
Shows,The House of Flowers: Season 2 // La casa de las flores: Temporada 2,Yes,2019-10-18,1400000,4:57,300000
Shows,The Mire // Rojst,Yes,2019-12-21,1400000,4:11,300000
Shows,The Quintessential Quintuplets 2 // 五等分の花嫁∬,No,,1400000,*,300000
Shows,The Wrong Way to Use Healing Magic: Season 1 // 治癒魔法の間違った使い方: シーズン1,No,,1400000,5:08,300000
Shows,Twilight of the Gods: Season 1,Yes,2024-09-19,1400000,4:08,300000
