zip,state,district,district_name,state_district_code,land_area_m2,primary_district,dma_code,dma_name,dma_match_type
7060,NJ,6,Congressional District 6,NJ-06,7944,FALSE,501,NEW YORK,exact
7062,NJ,12,Congressional District 12,NJ-12,4980004,TRUE,501,NEW YORK,exact
7063,NJ,12,Congressional District 12,NJ-12,4623235,TRUE,501,NEW YORK,exact
7063,NJ,6,Congressional District 6,NJ-06,1083,FALSE,501,NEW YORK,exact
7064,NJ,6,Congressional District 6,NJ-06,3415670,TRUE,501,NEW YORK,exact
7065,NJ,7,Congressional District 7,NJ-07,10090999,TRUE,501,NEW YORK,exact
7066,NJ,7,Congressional District 7,NJ-07,11106860,TRUE,501,NEW YORK,exact
7066,NJ,10,Congressional District 10,NJ-10,230781,FALSE,501,NEW YORK,exact
7067,NJ,6,Congressional District 6,NJ-06,10435077,TRUE,501,NEW YORK,exact
7068,NJ,11,Congressional District 11,NJ-11,9369924,TRUE,501,NEW YORK,exact
7069,NJ,7,Congressional District 7,NJ-07,16396838,TRUE,501,NEW YORK,exact
7070,NJ,9,Congressional District 9,NJ-09,7202944,TRUE,501,NEW YORK,exact
7071,NJ,9,Congressional District 9,NJ-09,11873600,TRUE,501,NEW YORK,exact
7072,NJ,9,Congressional District 9,NJ-09,10224164,TRUE,501,NEW YORK,exact
7073,NJ,9,Congressional District 9,NJ-09,9610192,TRUE,501,NEW YORK,exact
7074,NJ,9,Congressional District 9,NJ-09,2834803,TRUE,501,NEW YORK,exact
7075,NJ,9,Congressional District 9,NJ-09,2884079,TRUE,501,NEW YORK,exact
7076,NJ,7,Congressional District 7,NJ-07,23297440,TRUE,501,NEW YORK,exact
7077,NJ,6,Congressional District 6,NJ-06,3994582,TRUE,501,NEW YORK,exact
7078,NJ,11,Congressional District 11,NJ-11,20697931,TRUE,501,NEW YORK,exact
7079,NJ,11,Congressional District 11,NJ-11,7370559,TRUE,501,NEW YORK,exact
7079,NJ,10,Congressional District 10,NJ-10,14646,FALSE,501,NEW YORK,exact
7080,NJ,6,Congressional District 6,NJ-06,21293202,TRUE,501,NEW YORK,exact
7081,NJ,7,Congressional District 7,NJ-07,13407832,TRUE,501,NEW YORK,exact
7082,NJ,11,Congressional District 11,NJ-11,15723055,TRUE,501,NEW YORK,exact
7083,NJ,10,Congressional District 10,NJ-10,22600387,TRUE,501,NEW YORK,exact
7086,NJ,8,Congressional District 8,NJ-08,2056931,TRUE,501,NEW YORK,exact
7087,NJ,8,Congressional District 8,NJ-08,3379681,TRUE,501,NEW YORK,exact
7088,NJ,10,Congressional District 10,NJ-10,839795,TRUE,501,NEW YORK,exact
7090,NJ,7,Congressional District 7,NJ-07,17451567,TRUE,501,NEW YORK,exact
7092,NJ,7,Congressional District 7,NJ-07,10342487,TRUE,501,NEW YORK,exact
7093,NJ,8,Congressional District 8,NJ-08,3075054,TRUE,501,NEW YORK,exact
7094,NJ,9,Congressional District 9,NJ-09,15022929,TRUE,501,NEW YORK,exact
7095,NJ,6,Congressional District 6,NJ-06,11934445,TRUE,501,NEW YORK,exact
7102,NJ,10,Congressional District 10,NJ-10,2698654,TRUE,501,NEW YORK,exact
7102,NJ,8,Congressional District 8,NJ-08,230006,FALSE,501,NEW YORK,exact
7103,NJ,10,Congressional District 10,NJ-10,5573332,TRUE,501,NEW YORK,exact
7104,NJ,8,Congressional District 8,NJ-08,5774939,TRUE,501,NEW YORK,exact
7104,NJ,10,Congressional District 10,NJ-10,781283,FALSE,501,NEW YORK,exact
7105,NJ,8,Congressional District 8,NJ-08,6531918,TRUE,501,NEW YORK,exact
7105,NJ,10,Congressional District 10,NJ-10,5482906,FALSE,501,NEW YORK,exact
7106,NJ,10,Congressional District 10,NJ-10,3669218,TRUE,501,NEW YORK,exact
7107,NJ,8,Congressional District 8,NJ-08,2393310,TRUE,501,NEW YORK,exact
7107,NJ,10,Congressional District 10,NJ-10,1872167,FALSE,501,NEW YORK,exact
7107,NJ,11,Congressional District 11,NJ-11,4345,FALSE,501,NEW YORK,exact
7108,NJ,10,Congressional District 10,NJ-10,3572425,TRUE,501,NEW YORK,exact
7109,NJ,11,Congressional District 11,NJ-11,8552546,TRUE,501,NEW YORK,exact
7110,NJ,11,Congressional District 11,NJ-11,8712547,TRUE,501,NEW YORK,exact
7110,NJ,9,Congressional District 9,NJ-09,25992,FALSE,501,NEW YORK,exact
7111,NJ,10,Congressional District 10,NJ-10,7547771,TRUE,501,NEW YORK,exact
7112,NJ,10,Congressional District 10,NJ-10,3519599,TRUE,501,NEW YORK,exact
7114,NJ,10,Congressional District 10,NJ-10,20422893,TRUE,501,NEW YORK,exact
7114,NJ,8,Congressional District 8,NJ-08,21406,FALSE,501,NEW YORK,exact
7201,NJ,8,Congressional District 8,NJ-08,16672678,TRUE,501,NEW YORK,exact
7202,NJ,8,Congressional District 8,NJ-08,5991582,TRUE,501,NEW YORK,exact
7203,NJ,10,Congressional District 10,NJ-10,6825852,TRUE,501,NEW YORK,exact
7204,NJ,10,Congressional District 10,NJ-10,3172742,TRUE,501,NEW YORK,exact
7205,NJ,10,Congressional District 10,NJ-10,7162734,TRUE,501,NEW YORK,exact
7206,NJ,8,Congressional District 8,NJ-08,4603041,TRUE,501,NEW YORK,exact
7208,NJ,8,Congressional District 8,NJ-08,4638169,TRUE,501,NEW YORK,exact
7208,NJ,10,Congressional District 10,NJ-10,3078,FALSE,501,NEW YORK,exact
7302,NJ,8,Congressional District 8,NJ-08,3403656,TRUE,501,NEW YORK,exact
7302,NJ,10,Congressional District 10,NJ-10,307577,FALSE,501,NEW YORK,exact
7304,NJ,10,Congressional District 10,NJ-10,4455785,TRUE,501,NEW YORK,exact
7304,NJ,8,Congressional District 8,NJ-08,867244,FALSE,501,NEW YORK,exact
7305,NJ,8,Congressional District 8,NJ-08,8037199,TRUE,501,NEW YORK,exact
7305,NJ,10,Congressional District 10,NJ-10,6726091,FALSE,501,NEW YORK,exact
7306,NJ,8,Congressional District 8,NJ-08,4327447,TRUE,501,NEW YORK,exact
7306,NJ,10,Congressional District 10,NJ-10,3408212,FALSE,501,NEW YORK,exact
7307,NJ,8,Congressional District 8,NJ-08,4855442,TRUE,501,NEW YORK,exact
7307,NJ,9,Congressional District 9,NJ-09,67441,FALSE,501,NEW YORK,exact
7310,NJ,8,Congressional District 8,NJ-08,1582971,TRUE,501,NEW YORK,exact
7311,NJ,8,Congressional District 8,NJ-08,139007,TRUE,501,NEW YORK,exact
7401,NJ,5,Congressional District 5,NJ-05,8006519,TRUE,501,NEW YORK,exact
7403,NJ,5,Congressional District 5,NJ-05,15797032,TRUE,501,NEW YORK,exact
7405,NJ,11,Congressional District 11,NJ-11,51298299,TRUE,501,NEW YORK,exact
7407,NJ,9,Congressional District 9,NJ-09,6845113,TRUE,501,NEW YORK,exact
7410,NJ,5,Congressional District 5,NJ-05,13299693,TRUE,501,NEW YORK,exact
7416,NJ,5,Congressional District 5,NJ-05,31498641,TRUE,501,NEW YORK,exact
7417,NJ,9,Congressional District 9,NJ-09,24399082,TRUE,501,NEW YORK,exact
7418,NJ,5,Congressional District 5,NJ-05,11942269,TRUE,501,NEW YORK,exact
7419,NJ,5,Congressional District 5,NJ-05,44179903,TRUE,501,NEW YORK,exact
7420,NJ,5,Congressional District 5,NJ-05,6230484,TRUE,501,NEW YORK,exact
7421,NJ,5,Congressional District 5,NJ-05,58464729,TRUE,501,NEW YORK,exact
7422,NJ,5,Congressional District 5,NJ-05,45304767,TRUE,501,NEW YORK,exact
7423,NJ,5,Congressional District 5,NJ-05,4505069,TRUE,501,NEW YORK,exact
7424,NJ,11,Congressional District 11,NJ-11,14811965,TRUE,501,NEW YORK,exact
7430,NJ,5,Congressional District 5,NJ-05,65788596,TRUE,501,NEW YORK,exact
7432,NJ,5,Congressional District 5,NJ-05,4043898,TRUE,501,NEW YORK,exact
7435,NJ,5,Congressional District 5,NJ-05,21068768,TRUE,501,NEW YORK,exact
7435,NJ,11,Congressional District 11,NJ-11,11549238,FALSE,501,NEW YORK,exact
7436,NJ,9,Congressional District 9,NJ-09,22011219,TRUE,501,NEW YORK,exact
7438,NJ,11,Congressional District 11,NJ-11,66175255,TRUE,501,NEW YORK,exact
7438,NJ,5,Congressional District 5,NJ-05,11618579,FALSE,501,NEW YORK,exact
7439,NJ,7,Congressional District 7,NJ-07,5707308,TRUE,501,NEW YORK,exact
7440,NJ,11,Congressional District 11,NJ-11,4008863,TRUE,501,NEW YORK,exact
7442,NJ,9,Congressional District 9,NJ-09,7466687,TRUE,501,NEW YORK,exact
7444,NJ,11,Congressional District 11,NJ-11,13555459,TRUE,501,NEW YORK,exact
7446,NJ,5,Congressional District 5,NJ-05,14242642,TRUE,501,NEW YORK,exact
7450,NJ,5,Congressional District 5,NJ-05,14895008,TRUE,501,NEW YORK,exact
7452,NJ,5,Congressional District 5,NJ-05,7001974,TRUE,501,NEW YORK,exact
7456,NJ,5,Congressional District 5,NJ-05,66273571,TRUE,501,NEW YORK,exact
7457,NJ,11,Congressional District 11,NJ-11,5247885,TRUE,501,NEW YORK,exact
7458,NJ,5,Congressional District 5,NJ-05,26336366,TRUE,501,NEW YORK,exact
7460,NJ,5,Congressional District 5,NJ-05,73950649,TRUE,501,NEW YORK,exact
7460,NJ,11,Congressional District 11,NJ-11,69265,FALSE,501,NEW YORK,exact
7461,NJ,5,Congressional District 5,NJ-05,214915632,TRUE,501,NEW YORK,exact
7462,NJ,5,Congressional District 5,NJ-05,44046530,TRUE,501,NEW YORK,exact
7463,NJ,5,Congressional District 5,NJ-05,5299821,TRUE,501,NEW YORK,exact
7465,NJ,5,Congressional District 5,NJ-05,21655911,TRUE,501,NEW YORK,exact
7470,NJ,11,Congressional District 11,NJ-11,41772043,TRUE,501,NEW YORK,exact
7470,NJ,9,Congressional District 9,NJ-09,20066029,FALSE,501,NEW YORK,exact
7480,NJ,5,Congressional District 5,NJ-05,85616900,TRUE,501,NEW YORK,exact
7481,NJ,5,Congressional District 5,NJ-05,17070771,TRUE,501,NEW YORK,exact
7481,NJ,9,Congressional District 9,NJ-09,3820,FALSE,501,NEW YORK,exact
7501,NJ,9,Congressional District 9,NJ-09,4662261,TRUE,501,NEW YORK,exact
7502,NJ,9,Congressional District 9,NJ-09,2225338,TRUE,501,NEW YORK,exact
7503,NJ,9,Congressional District 9,NJ-09,4005271,TRUE,501,NEW YORK,exact
7504,NJ,9,Congressional District 9,NJ-09,2155077,TRUE,501,NEW YORK,exact
7505,NJ,9,Congressional District 9,NJ-09,633944,TRUE,501,NEW YORK,exact
7506,NJ,9,Congressional District 9,NJ-09,8594855,TRUE,501,NEW YORK,exact
7508,NJ,9,Congressional District 9,NJ-09,13031497,TRUE,501,NEW YORK,exact
7512,NJ,11,Congressional District 11,NJ-11,10255731,TRUE,501,NEW YORK,exact
7513,NJ,9,Congressional District 9,NJ-09,1470172,TRUE,501,NEW YORK,exact
7514,NJ,9,Congressional District 9,NJ-09,2402445,TRUE,501,NEW YORK,exact
7522,NJ,9,Congressional District 9,NJ-09,2270009,TRUE,501,NEW YORK,exact
7524,NJ,9,Congressional District 9,NJ-09,1963901,TRUE,501,NEW YORK,exact
7601,NJ,5,Congressional District 5,NJ-05,10872438,TRUE,501,NEW YORK,exact
7603,NJ,5,Congressional District 5,NJ-05,1954486,TRUE,501,NEW YORK,exact
7604,NJ,9,Congressional District 9,NJ-09,3985710,TRUE,501,NEW YORK,exact
7605,NJ,5,Congressional District 5,NJ-05,3904129,TRUE,501,NEW YORK,exact
7606,NJ,9,Congressional District 9,NJ-09,1898093,TRUE,501,NEW YORK,exact
7607,NJ,9,Congressional District 9,NJ-09,2375216,TRUE,501,NEW YORK,exact
7607,NJ,5,Congressional District 5,NJ-05,957302,FALSE,501,NEW YORK,exact
7608,NJ,9,Congressional District 9,NJ-09,4431934,TRUE,501,NEW YORK,exact
7620,NJ,5,Congressional District 5,NJ-05,16578454,TRUE,501,NEW YORK,exact
7621,NJ,5,Congressional District 5,NJ-05,7527585,TRUE,501,NEW YORK,exact
7624,NJ,5,Congressional District 5,NJ-05,8184973,TRUE,501,NEW YORK,exact
7626,NJ,5,Congressional District 5,NJ-05,5347549,TRUE,501,NEW YORK,exact
7627,NJ,5,Congressional District 5,NJ-05,5367610,TRUE,501,NEW YORK,exact
7628,NJ,5,Congressional District 5,NJ-05,5043011,TRUE,501,NEW YORK,exact
7630,NJ,5,Congressional District 5,NJ-05,5778027,TRUE,501,NEW YORK,exact
7631,NJ,5,Congressional District 5,NJ-05,12810590,TRUE,501,NEW YORK,exact
7632,NJ,5,Congressional District 5,NJ-05,5506668,TRUE,501,NEW YORK,exact
7640,NJ,5,Congressional District 5,NJ-05,4779991,TRUE,501,NEW YORK,exact
7641,NJ,5,Congressional District 5,NJ-05,5017372,TRUE,501,NEW YORK,exact
7642,NJ,5,Congressional District 5,NJ-05,7515267,TRUE,501,NEW YORK,exact
7643,NJ,9,Congressional District 9,NJ-09,3825604,TRUE,501,NEW YORK,exact
7644,NJ,9,Congressional District 9,NJ-09,5885027,TRUE,501,NEW YORK,exact
7645,NJ,5,Congressional District 5,NJ-05,10419968,TRUE,501,NEW YORK,exact
7646,NJ,5,Congressional District 5,NJ-05,5912719,TRUE,501,NEW YORK,exact
7647,NJ,5,Congressional District 5,NJ-05,5873397,TRUE,501,NEW YORK,exact
7648,NJ,5,Congressional District 5,NJ-05,7213199,TRUE,501,NEW YORK,exact
7649,NJ,5,Congressional District 5,NJ-05,6245713,TRUE,501,NEW YORK,exact
7650,NJ,5,Congressional District 5,NJ-05,3208856,TRUE,501,NEW YORK,exact
7652,NJ,5,Congressional District 5,NJ-05,27052017,TRUE,501,NEW YORK,exact
7656,NJ,5,Congressional District 5,NJ-05,6752298,TRUE,501,NEW YORK,exact
7657,NJ,9,Congressional District 9,NJ-09,6585377,TRUE,501,NEW YORK,exact
7660,NJ,5,Congressional District 5,NJ-05,4415202,TRUE,501,NEW YORK,exact
7661,NJ,5,Congressional District 5,NJ-05,4729301,TRUE,501,NEW YORK,exact
7662,NJ,9,Congressional District 9,NJ-09,2565737,TRUE,501,NEW YORK,exact
7663,NJ,9,Congressional District 9,NJ-09,6972214,TRUE,501,NEW YORK,exact
7666,NJ,5,Congressional District 5,NJ-05,15645018,TRUE,501,NEW YORK,exact
7670,NJ,5,Congressional District 5,NJ-05,11878573,TRUE,501,NEW YORK,exact
7675,NJ,5,Congressional District 5,NJ-05,24977803,TRUE,501,NEW YORK,exact
7676,NJ,5,Congressional District 5,NJ-05,7649203,TRUE,501,NEW YORK,exact
7677,NJ,5,Congressional District 5,NJ-05,8744046,TRUE,501,NEW YORK,exact
7701,NJ,4,Congressional District 4,NJ-04,18198279,TRUE,501,NEW YORK,exact
7701,NJ,6,Congressional District 6,NJ-06,5511014,FALSE,501,NEW YORK,exact
7702,NJ,4,Congressional District 4,NJ-04,5595735,TRUE,501,NEW YORK,exact
7703,NJ,4,Congressional District 4,NJ-04,902966,TRUE,501,NEW YORK,exact
7703,NJ,6,Congressional District 6,NJ-06,851178,FALSE,501,NEW YORK,exact
7704,NJ,6,Congressional District 6,NJ-06,4155037,TRUE,501,NEW YORK,exact
7711,NJ,6,Congressional District 6,NJ-06,873469,TRUE,501,NEW YORK,exact
7711,NJ,4,Congressional District 4,NJ-04,802125,FALSE,501,NEW YORK,exact
7712,NJ,4,Congressional District 4,NJ-04,27081534,TRUE,501,NEW YORK,exact
7712,NJ,6,Congressional District 6,NJ-06,4586120,FALSE,501,NEW YORK,exact
7716,NJ,6,Congressional District 6,NJ-06,6060965,TRUE,501,NEW YORK,exact
7716,NJ,4,Congressional District 4,NJ-04,5348821,FALSE,501,NEW YORK,exact
7717,NJ,4,Congressional District 4,NJ-04,1102174,TRUE,501,NEW YORK,exact
7718,NJ,6,Congressional District 6,NJ-06,2817224,TRUE,501,NEW YORK,exact
7718,NJ,4,Congressional District 4,NJ-04,2545127,FALSE,501,NEW YORK,exact
7719,NJ,4,Congressional District 4,NJ-04,32865461,TRUE,501,NEW YORK,exact
7720,NJ,6,Congressional District 6,NJ-06,1575740,TRUE,501,NEW YORK,exact
7721,NJ,6,Congressional District 6,NJ-06,2361874,TRUE,501,NEW YORK,exact
7722,NJ,4,Congressional District 4,NJ-04,89462122,TRUE,501,NEW YORK,exact
7722,NJ,3,Congressional District 3,NJ-03,4282,FALSE,501,NEW YORK,exact
7723,NJ,6,Congressional District 6,NJ-06,3067161,TRUE,501,NEW YORK,exact
7723,NJ,4,Congressional District 4,NJ-04,1189221,FALSE,501,NEW YORK,exact
7724,NJ,4,Congressional District 4,NJ-04,31404216,TRUE,501,NEW YORK,exact
7726,NJ,3,Congressional District 3,NJ-03,84524334,TRUE,501,NEW YORK,exact
7726,NJ,12,Congressional District 12,NJ-12,1155052,FALSE,501,NEW YORK,exact
7727,NJ,4,Congressional District 4,NJ-04,66049583,TRUE,501,NEW YORK,exact
7728,NJ,4,Congressional District 4,NJ-04,67119893,TRUE,501,NEW YORK,exact
7728,NJ,3,Congressional District 3,NJ-03,61375569,FALSE,501,NEW YORK,exact
7730,NJ,6,Congressional District 6,NJ-06,13394630,TRUE,501,NEW YORK,exact
7730,NJ,3,Congressional District 3,NJ-03,63860,FALSE,501,NEW YORK,exact
7731,NJ,4,Congressional District 4,NJ-04,82310490,TRUE,501,NEW YORK,exact
7732,NJ,6,Congressional District 6,NJ-06,9771377,TRUE,501,NEW YORK,exact
7733,NJ,3,Congressional District 3,NJ-03,46032108,TRUE,501,NEW YORK,exact
7734,NJ,6,Congressional District 6,NJ-06,4397457,TRUE,501,NEW YORK,exact
7735,NJ,6,Congressional District 6,NJ-06,12574257,TRUE,501,NEW YORK,exact
7737,NJ,4,Congressional District 4,NJ-04,4988001,TRUE,501,NEW YORK,exact
7737,NJ,6,Congressional District 6,NJ-06,1807815,FALSE,501,NEW YORK,exact
7738,NJ,4,Congressional District 4,NJ-04,14457587,TRUE,501,NEW YORK,exact
7738,NJ,3,Congressional District 3,NJ-03,123698,FALSE,501,NEW YORK,exact
7739,NJ,6,Congressional District 6,NJ-06,6996162,TRUE,501,NEW YORK,exact
7740,NJ,6,Congressional District 6,NJ-06,13255071,TRUE,501,NEW YORK,exact
7740,NJ,4,Congressional District 4,NJ-04,411443,FALSE,501,NEW YORK,exact
7746,NJ,3,Congressional District 3,NJ-03,32052133,TRUE,501,NEW YORK,exact
7747,NJ,6,Congressional District 6,NJ-06,25232998,TRUE,501,NEW YORK,exact
7747,NJ,12,Congressional District 12,NJ-12,7712744,FALSE,501,NEW YORK,exact
7747,NJ,3,Congressional District 3,NJ-03,183007,FALSE,501,NEW YORK,exact
7748,NJ,4,Congressional District 4,NJ-04,32253895,TRUE,501,NEW YORK,exact
7748,NJ,6,Congressional District 6,NJ-06,1416317,FALSE,501,NEW YORK,exact
7750,NJ,6,Congressional District 6,NJ-06,2698711,TRUE,501,NEW YORK,exact
7751,NJ,3,Congressional District 3,NJ-03,43094053,TRUE,501,NEW YORK,exact
7753,NJ,6,Congressional District 6,NJ-06,22378837,TRUE,501,NEW YORK,exact
7753,NJ,4,Congressional District 4,NJ-04,18946162,FALSE,501,NEW YORK,exact
7755,NJ,4,Congressional District 4,NJ-04,7597819,TRUE,501,NEW YORK,exact
7756,NJ,6,Congressional District 6,NJ-06,968385,TRUE,501,NEW YORK,exact
7757,NJ,6,Congressional District 6,NJ-06,7381525,TRUE,501,NEW YORK,exact
7758,NJ,6,Congressional District 6,NJ-06,2736369,TRUE,501,NEW YORK,exact
7758,NJ,4,Congressional District 4,NJ-04,1408839,FALSE,501,NEW YORK,exact
7760,NJ,6,Congressional District 6,NJ-06,18070946,TRUE,501,NEW YORK,exact
7760,NJ,4,Congressional District 4,NJ-04,3857573,FALSE,501,NEW YORK,exact
7762,NJ,4,Congressional District 4,NJ-04,7306758,TRUE,501,NEW YORK,exact
7764,NJ,6,Congressional District 6,NJ-06,7396967,TRUE,501,NEW YORK,exact
7801,NJ,11,Congressional District 11,NJ-11,33531816,TRUE,501,NEW YORK,exact
7801,NJ,7,Congressional District 7,NJ-07,13584,FALSE,501,NEW YORK,exact
7803,NJ,7,Congressional District 7,NJ-07,7611715,TRUE,501,NEW YORK,exact
7820,NJ,7,Congressional District 7,NJ-07,3855226,TRUE,501,NEW YORK,exact
7821,NJ,7,Congressional District 7,NJ-07,99168917,TRUE,501,NEW YORK,exact
7821,NJ,5,Congressional District 5,NJ-05,11643423,FALSE,501,NEW YORK,exact
7822,NJ,5,Congressional District 5,NJ-05,19110072,TRUE,501,NEW YORK,exact
7823,NJ,7,Congressional District 7,NJ-07,64944637,TRUE,501,NEW YORK,exact
7825,NJ,7,Congressional District 7,NJ-07,219971375,TRUE,501,NEW YORK,exact
7826,NJ,5,Congressional District 5,NJ-05,123321347,TRUE,501,NEW YORK,exact
7826,NJ,7,Congressional District 7,NJ-07,27543622,FALSE,501,NEW YORK,exact
7827,NJ,5,Congressional District 5,NJ-05,137518424,TRUE,501,NEW YORK,exact
7828,NJ,7,Congressional District 7,NJ-07,36692171,TRUE,501,NEW YORK,exact
7830,NJ,7,Congressional District 7,NJ-07,67378609,TRUE,501,NEW YORK,exact
7831,NJ,7,Congressional District 7,NJ-07,316825,TRUE,501,NEW YORK,exact
7832,NJ,7,Congressional District 7,NJ-07,108920568,TRUE,501,NEW YORK,exact
7833,NJ,7,Congressional District 7,NJ-07,797970,TRUE,501,NEW YORK,exact
7834,NJ,11,Congressional District 11,NJ-11,30074308,TRUE,501,NEW YORK,exact
7836,NJ,7,Congressional District 7,NJ-07,37488713,TRUE,501,NEW YORK,exact
7838,NJ,7,Congressional District 7,NJ-07,67077576,TRUE,501,NEW YORK,exact
7840,NJ,7,Congressional District 7,NJ-07,96686480,TRUE,501,NEW YORK,exact
7842,NJ,11,Congressional District 11,NJ-11,652190,TRUE,501,NEW YORK,exact
7843,NJ,7,Congressional District 7,NJ-07,10069450,TRUE,501,NEW YORK,exact
7844,NJ,7,Congressional District 7,NJ-07,585938,TRUE,501,NEW YORK,exact
7846,NJ,7,Congressional District 7,NJ-07,212170,TRUE,501,NEW YORK,exact
7847,NJ,7,Congressional District 7,NJ-07,6269809,TRUE,501,NEW YORK,exact
7848,NJ,5,Congressional District 5,NJ-05,59283870,TRUE,501,NEW YORK,exact
7848,NJ,7,Congressional District 7,NJ-07,66003,FALSE,501,NEW YORK,exact
7849,NJ,11,Congressional District 11,NJ-11,17269584,TRUE,501,NEW YORK,exact
7849,NJ,7,Congressional District 7,NJ-07,72426,FALSE,501,NEW YORK,exact
7850,NJ,7,Congressional District 7,NJ-07,7209551,TRUE,501,NEW YORK,exact
7851,NJ,5,Congressional District 5,NJ-05,18525618,TRUE,501,NEW YORK,exact
7851,NJ,7,Congressional District 7,NJ-07,11105664,FALSE,501,NEW YORK,exact
7852,NJ,7,Congressional District 7,NJ-07,9361309,TRUE,501,NEW YORK,exact
7853,NJ,7,Congressional District 7,NJ-07,84236995,TRUE,501,NEW YORK,exact
7856,NJ,7,Congressional District 7,NJ-07,8892269,TRUE,501,NEW YORK,exact
7857,NJ,7,Congressional District 7,NJ-07,2705041,TRUE,501,NEW YORK,exact
7860,NJ,7,Congressional District 7,NJ-07,144227296,TRUE,501,NEW YORK,exact
7860,NJ,5,Congressional District 5,NJ-05,115222438,FALSE,501,NEW YORK,exact
7863,NJ,7,Congressional District 7,NJ-07,51538965,TRUE,501,NEW YORK,exact
7865,NJ,7,Congressional District 7,NJ-07,42835441,TRUE,501,NEW YORK,exact
7866,NJ,11,Congressional District 11,NJ-11,59587821,TRUE,501,NEW YORK,exact
7869,NJ,11,Congressional District 11,NJ-11,50094933,TRUE,501,NEW YORK,exact
7869,NJ,7,Congressional District 7,NJ-07,1872716,FALSE,501,NEW YORK,exact
7870,NJ,7,Congressional District 7,NJ-07,2397125,TRUE,501,NEW YORK,exact
7871,NJ,7,Congressional District 7,NJ-07,98825544,TRUE,501,NEW YORK,exact
7874,NJ,7,Congressional District 7,NJ-07,21913806,TRUE,501,NEW YORK,exact
7876,NJ,7,Congressional District 7,NJ-07,14856743,TRUE,501,NEW YORK,exact
7878,NJ,11,Congressional District 11,NJ-11,236386,TRUE,501,NEW YORK,exact
7880,NJ,7,Congressional District 7,NJ-07,2847784,TRUE,501,NEW YORK,exact
7881,NJ,7,Congressional District 7,NJ-07,23952891,TRUE,501,NEW YORK,exact
7882,NJ,7,Congressional District 7,NJ-07,81753083,TRUE,501,NEW YORK,exact
7885,NJ,11,Congressional District 11,NJ-11,27158835,TRUE,501,NEW YORK,exact
7885,NJ,7,Congressional District 7,NJ-07,10872557,FALSE,501,NEW YORK,exact
7901,NJ,7,Congressional District 7,NJ-07,16402154,TRUE,501,NEW YORK,exact
7920,NJ,7,Congressional District 7,NJ-07,57706342,TRUE,501,NEW YORK,exact
7920,NJ,11,Congressional District 11,NJ-11,12667717,FALSE,501,NEW YORK,exact
7921,NJ,7,Congressional District 7,NJ-07,47610854,TRUE,501,NEW YORK,exact
7922,NJ,7,Congressional District 7,NJ-07,14455199,TRUE,501,NEW YORK,exact
7924,NJ,7,Congressional District 7,NJ-07,31002246,TRUE,501,NEW YORK,exact
7926,NJ,11,Congressional District 11,NJ-11,917982,TRUE,501,NEW YORK,exact
7927,NJ,11,Congressional District 11,NJ-11,5552796,TRUE,501,NEW YORK,exact
7928,NJ,11,Congressional District 11,NJ-11,23985676,TRUE,501,NEW YORK,exact
7930,NJ,7,Congressional District 7,NJ-07,65897838,TRUE,501,NEW YORK,exact
7931,NJ,7,Congressional District 7,NJ-07,56854532,TRUE,501,NEW YORK,exact
7932,NJ,11,Congressional District 11,NJ-11,17441993,TRUE,501,NEW YORK,exact
7933,NJ,7,Congressional District 7,NJ-07,13719643,TRUE,501,NEW YORK,exact
7934,NJ,7,Congressional District 7,NJ-07,8044320,TRUE,501,NEW YORK,exact
7935,NJ,11,Congressional District 11,NJ-11,6757499,TRUE,501,NEW YORK,exact
7936,NJ,11,Congressional District 11,NJ-11,20395688,TRUE,501,NEW YORK,exact
7939,NJ,7,Congressional District 7,NJ-07,349419,TRUE,501,NEW YORK,exact
7940,NJ,11,Congressional District 11,NJ-11,12724334,TRUE,501,NEW YORK,exact
7945,NJ,7,Congressional District 7,NJ-07,45807694,TRUE,501,NEW YORK,exact
7945,NJ,11,Congressional District 11,NJ-11,4646779,FALSE,501,NEW YORK,exact
7946,NJ,7,Congressional District 7,NJ-07,10557673,TRUE,501,NEW YORK,exact
7950,NJ,11,Congressional District 11,NJ-11,23598137,TRUE,501,NEW YORK,exact
7960,NJ,11,Congressional District 11,NJ-11,86188085,TRUE,501,NEW YORK,exact
7960,NJ,7,Congressional District 7,NJ-07,3467707,FALSE,501,NEW YORK,exact
7961,NJ,11,Congressional District 11,NJ-11,439188,TRUE,501,NEW YORK,exact
7970,NJ,7,Congressional District 7,NJ-07,584258,TRUE,501,NEW YORK,exact
7970,NJ,11,Congressional District 11,NJ-11,103300,FALSE,501,NEW YORK,exact
7974,NJ,7,Congressional District 7,NJ-07,10278901,TRUE,501,NEW YORK,exact
7976,NJ,11,Congressional District 11,NJ-11,8980174,TRUE,501,NEW YORK,exact
7977,NJ,7,Congressional District 7,NJ-07,5109775,TRUE,501,NEW YORK,exact
7979,NJ,7,Congressional District 7,NJ-07,2293802,TRUE,501,NEW YORK,exact
7980,NJ,7,Congressional District 7,NJ-07,6128905,TRUE,501,NEW YORK,exact
7981,NJ,11,Congressional District 11,NJ-11,15611789,TRUE,501,NEW YORK,exact
8001,NJ,2,Congressional District 2,NJ-02,8606889,TRUE,504,PHILADELPHIA,exact
8002,NJ,1,Congressional District 1,NJ-01,18670869,TRUE,504,PHILADELPHIA,exact
